"personal_id","occupation1","age","p_mig","max_inc"
1860014,"dräng",32,0,571.888916015625
1860014,"dräng",33,0,571.888916015625
1860014,"dräng",34,0,571.888916015625
1860014,"dräng",35,0,571.888916015625
1860014,"bonde",36,0,744.670288085938
1860014,"bonde",37,0,744.670288085938
1860014,"bonde",38,0,744.670288085938
1860014,"bonde",39,0,744.670288085938
1860014,"bonde",40,0,744.670288085938
1860014,"bonde",41,0,744.670288085938
1860014,"bonde",42,0,744.670288085938
1860014,"arbetare",43,0,656.622192382812
1860014,"hemmansägare",44,0,744.670288085938
1860014,"hemmansägare",45,0,744.670288085938
1860014,"hemmansägare",46,0,744.670288085938
1860014,"hemmansägare",47,0,744.670288085938
1860014,"hemmansägare",48,0,744.670288085938
1860014,"jordbruksarbetare",49,0,571.888916015625
1860014,"jordbruksarbetare",50,0,571.888916015625
1860014,"jordbruksarbetare",51,0,571.888916015625
1860014,"jordbruksarbetare",52,0,571.888916015625
1860014,"jordbruksarbetare",53,0,571.888916015625
1860014,"jordbruksarbetare",54,0,571.888916015625
1860014,"jordbruksarbetare",55,0,571.888916015625
1860014,"jordbruksarbetare",56,0,571.888916015625
1860014,"jordbruksarbetare",57,0,571.888916015625
1860014,"jordbruksarbetare",58,0,571.888916015625
1860014,"jordbruksarbetare",59,0,571.888916015625
1860014,"jordbruksarbetare",60,0,691.465942382812
1860014,"jordbruksarbetare",61,0,691.465942382812
1860014,"jordbruksarbetare",62,0,691.465942382812
1860014,"jordbruksarbetare",63,0,691.465942382812
1860014,"jordbruksarbetare",64,0,691.465942382812
1860014,"jordbruksarbetare",65,0,691.465942382812
1860014,"jordbruksarbetare",66,0,691.465942382812
1860014,"jordbruksarbetare",67,0,691.465942382812
1860014,"jordbruksarbetare",68,0,691.465942382812
1860014,"jordbruksarbetare",69,0,691.465942382812
1860014,"jordbruksarbetare",70,0,691.465942382812
1860014,"jordbruksarbetare",71,0,691.465942382812
1860014,"jordbruksarbetare",72,0,691.465942382812
1860014,"jordbruksarbetare",73,0,691.465942382812
1860015,NA,0,0,NA
1860015,NA,1,0,NA
1860015,NA,2,0,NA
1860015,NA,3,0,NA
1860015,NA,4,0,NA
1860015,NA,5,0,NA
1860015,NA,6,0,NA
1860015,NA,7,0,NA
1860015,NA,8,0,NA
1860015,NA,9,0,NA
1860015,NA,10,0,NA
1860015,NA,11,0,NA
1860015,NA,12,0,NA
1860015,NA,13,0,NA
1860015,NA,14,0,NA
1860015,NA,15,0,NA
1860015,NA,16,1,NA
1860015,"piga",17,0,54.6035499572754
1860015,"piga",18,0,54.6035499572754
1860015,"piga",19,1,54.6035499572754
1860015,"piga",20,1,54.6035499572754
1860015,"piga",21,0,54.6035499572754
1860016,NA,0,0,NA
1860016,NA,1,0,NA
